property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
50260,-37.773759000000005,145.090403,48 Cuthbert Street,BULLEEN,10744000,house,2010,3,2,0,SC_009,0.912,19935,3.208,26.176470588235293,0,hospital_194,2.184,S_154,0.814
2495,-37.78842163,144.87631230000002,77 Norfolk Street,MAIDSTONE,3080000,house,2008,2,1,0,SC_043,1.427,20022,1.684,21.6,0,hospital_056,1.015,S_149,1.427
4595,-37.842279,144.878401,63 Mason Street,NEWPORT,5600000,house,2011,3,1,2,SC_033,3.28,19994,0.46,20.59090909090909,0,hospital_141,2.52,S_056,2.912
33339,-37.705227,145.008404,1 Allenby Avenue,RESERVOIR,4050000,house,2015,3,1,2,SC_103,3.867,20009,0.313,33.083333333333336,0,hospital_139,1.648,S_225,2.829
24370,-37.70911026,144.9750061,38 Percy Street,FAWKNER,5940000,house,2008,3,1,1,SC_030,3.395,19962,1.414,33.0,0,hospital_139,2.238,S_030,2.402
49005,-37.809473,145.065258,13 Pretoria Street,DEEPDENE,16940000,house,2014,4,1,2,SC_099,1.773,19892,1.846,26.583333333333332,0,hospital_064,1.493,S_137,1.823
71425,-37.845211,145.244256,31 Dumfries Way,WANTIRNA,5004000,house,2011,3,2,1,SC_032,3.86,19871,1.88,45.90909090909091,0,hospital_179,1.544,S_139,2.005
10615,-37.792057,144.92543700000002,49 Epsom Road,KENSINGTON,9696000,house,2009,2,1,1,SC_011,1.352,20041,0.487,13.882352941176471,0,hospital_114,0.517,S_086,0.584
46049,-37.721317,145.11982700000002,38 Astley Street,MONTMORENCY,16575000,house,2016,3,1,1,SC_009,5.513,19986,0.687,40.0,0,hospital_075,2.181,S_210,2.534
17345,-37.711484999999996,144.948958,5 Bedford Street,HADFIELD,7000000,house,2011,5,2,2,SC_030,2.331,19962,1.078,33.0,0,hospital_139,4.377,S_004,1.028
4473,-37.842811,144.876252,43 Speight Street,NEWPORT,6636000,house,2012,3,1,0,SC_033,3.154,19994,0.646,20.59090909090909,0,hospital_141,2.562,S_056,2.748
66477,-37.775197999999996,145.320245,5 Ross Pincott Drive,MOOROOLBARK,5528000,house,2016,4,2,2,SC_084,1.977,19877,1.267,54.5,0,hospital_113,3.377,S_168,1.803
85099,-37.883129,144.986276,72 Spray Street,ELWOOD,17400000,house,2014,3,2,2,SC_015,1.68,19955,1.125,15.0,0,hospital_116,2.044,S_133,1.273
18,-37.816257,144.953288,1808/200 Spencer Street,MELBOURNE,3195000,house,2011,1,1,1,SC_014,0.869,22180,0.249,4.490445859872612,0,hospital_022,1.039,S_118,0.256
26930,-37.572813000000004,144.927868,42 Hoxton Crescent,CRAIGIEBURN,5390000,house,2014,4,2,2,SC_005,0.683,40221,3.505,45.92857142857143,0,hospital_104,8.695,S_178,2.42
45311,-37.696681,145.094248,6 Blanchard Court,GREENSBOROUGH,7161000,house,2015,3,2,2,SC_062,5.069,19985,1.475,37.86666666666667,0,hospital_075,1.39,S_210,1.024
31863,-37.739112,145.016674,136 Murray Road,PRESTON,10575000,house,2013,3,1,3,SC_047,1.203,20012,1.423,27.0,0,hospital_035,2.761,S_084,1.237
53701,-37.815356,144.993784,70 Highett Street,RICHMOND,8080000,house,2010,2,1,1,SC_068,1.915,19978,0.213,6.764705882352941,0,hospital_172,0.199,S_076,0.66
66552,-37.779379999999996,145.311445,6 Kalimna Street,MOOROOLBARK,4400000,house,2008,3,1,0,SC_084,2.373,19877,0.604,54.5,0,hospital_113,4.278,S_168,2.349
68130,-37.832831,145.007127,5 Verdant Avenue,TOORAK,32300000,house,2010,4,2,2,SC_038,0.867,19906,0.588,12.774193548387096,0,hospital_196,1.12,S_102,0.842
80336,-37.98308563,145.1668243,5 Lugarno Court,KEYSBOROUGH,13500000,house,2008,4,2,2,SC_057,1.216,19890,1.975,48.82608695652174,0,hospital_096,1.23,S_079,1.217
41966,-37.745174,145.058626,26 Waiora Road,ROSANNA,9750000,house,2011,4,1,1,SC_017,1.466,19936,0.709,27.9375,0,hospital_090,1.004,S_100,1.78
53607,-37.826505,145.009983,64 Farmer Street,RICHMOND,18870000,house,2015,3,1,0,SC_038,1.573,19906,0.244,12.774193548387096,0,hospital_122,0.914,S_102,1.548
16982,-37.701584000000004,144.940666,3 Bourchier Street,GLENROY,8670000,house,2010,3,2,3,SC_030,3.531,19961,1.607,35.0,0,hospital_139,5.358,S_004,0.629
56864,-37.85452652,145.0960693,7 Meyer Road,BURWOOD,7150000,house,2008,2,1,1,SC_042,2.571,19849,1.407,33.714285714285715,0,hospital_089,0.364,S_112,1.342
9161,-37.879468,144.756618,7 Hope Place,SEABROOK,4875000,house,2012,3,1,3,SC_092,2.879,46468,1.339,32.75,0,hospital_073,6.758,S_007,1.801
36762,-37.643096,145.05122,111 Derby Drive,EPPING,4632000,house,2014,4,2,2,SC_062,3.169,45795,1.549,45.833333333333336,0,hospital_053,3.203,S_083,2.154
33904,-37.706662,144.986277,154 Broadhurst Avenue,RESERVOIR,5850000,house,2014,3,1,2,SC_103,3.916,20009,2.051,33.083333333333336,0,hospital_139,1.597,S_030,2.565
41581,-37.765395,145.05342,136 Locksley Road,EAGLEMONT,19210000,house,2016,3,1,1,SC_001,1.061,19934,0.207,25.076923076923077,0,hospital_046,1.008,S_219,1.078
84780,-37.878726,144.987752,22 John Street,ELWOOD,15750000,house,2014,3,3,2,SC_015,1.277,19955,0.729,15.0,0,hospital_009,1.675,S_133,0.787
57694,-37.824787,145.14582099999998,16A Linum Street,BLACKBURN,19500000,house,2016,3,1,2,SC_037,2.154,19897,0.634,35.421052631578945,0,hospital_060,1.281,S_018,0.75
68503,-37.859924,145.026404,37 Barkly Avenue,ARMADALE,30880000,house,2016,2,2,0,SC_023,2.318,19945,0.732,23.583333333333332,0,hospital_092,0.477,S_235,0.223
63384,-37.78240204,145.2991486,11 Cheeseman St,CROYDON,15130000,house,2007,4,2,2,SC_022,2.334,19877,1.195,54.5,0,hospital_164,4.759,S_181,2.2
86319,-37.900959,144.989627,2 Rothesay Avenue,BRIGHTON,32280000,house,2013,4,3,2,SC_015,3.677,19952,1.221,20.0,0,hospital_198,1.116,S_150,1.427
67647,-37.76603317,145.3627625,7 Angus Place,LILYDALE,8112000,house,2010,4,2,2,SC_084,4.386,19876,1.768,59.666666666666664,0,hospital_113,0.834,S_081,1.344
80074,-37.986475,145.170739,3 Kogarah Court,KEYSBOROUGH,5440000,house,2015,4,3,2,SC_057,0.732,19889,2.046,50.57142857142857,0,hospital_096,0.797,S_079,0.75
94304,-37.95823288,145.080246,18 Birkdale Avenue,HEATHERTON,7475000,house,2008,4,2,2,SC_003,1.631,19866,2.441,36.65,0,hospital_109,0.683,S_023,2.148
1162,-37.79719543,144.88261409999998,52 Dudley Street,FOOTSCRAY,3936000,house,2007,3,1,0,SC_043,1.898,20023,0.566,19.6,0,hospital_056,0.551,S_201,1.411
81972,-37.993579,145.242028,22 Tristania Street,DOVETON,5865000,house,2015,4,1,2,SC_077,1.405,19888,2.862,53.81818181818182,0,hospital_119,2.231,S_195,2.247
56284,-37.848958,145.101502,18 Edwards Street,BURWOOD,24120000,house,2015,2,1,2,SC_042,3.279,19849,1.868,33.714285714285715,0,hospital_089,1.142,S_112,2.062
74996,-37.899071,145.065152,3/206 Murrumbeena Road,MURRUMBEENA,6050000,house,2010,3,2,2,SC_041,1.693,19919,1.007,29.892857142857142,0,hospital_159,2.576,S_015,1.482
31462,-37.757882,145.005143,76 Rossmoyne Street,THORNBURY,11100000,house,2012,2,1,1,SC_103,2.056,20014,0.659,23.0,0,hospital_035,0.608,S_105,0.77
68481,-37.852475,145.019902,32 Glassford Street,ARMADALE,20130000,house,2015,3,2,1,SC_038,1.675,19945,0.446,23.583333333333332,0,hospital_132,0.986,S_235,1.168
64788,-37.79437256,145.298111,69 Hull Road,CROYDON,6749000,house,2009,3,1,2,SC_022,1.422,19878,1.545,50.63636363636363,0,hospital_164,4.026,S_224,1.381
35033,-37.703979,145.025955,48 Darebin Boulevard,RESERVOIR,5750000,house,2016,3,2,1,SC_047,3.867,20009,1.512,33.083333333333336,0,hospital_025,2.095,S_225,2.343
91128,-37.973867999999996,145.05025700000002,1/13 Raymond Street,BEAUMARIS,11440000,house,2016,3,2,1,SC_079,2.869,19866,0.888,36.65,0,hospital_055,0.698,S_011,1.369
74478,-37.903777000000005,145.059181,10 Longstaff Street,CARNEGIE,14560000,house,2010,3,2,1,SC_041,2.118,19919,1.674,29.892857142857142,0,hospital_159,2.158,S_015,1.808
32417,-37.744409000000005,145.013925,25 Watson Street,PRESTON,6435000,house,2016,3,1,1,SC_103,1.183,20013,1.219,25.0,0,hospital_035,2.128,S_105,1.171
90240,-37.970014,145.057457,2/13 Edward Street,CHELTENHAM,4770000,house,2015,2,2,1,SC_079,2.733,19866,0.453,36.65,0,hospital_082,1.064,S_023,1.183
21573,-37.758542999999996,144.958588,8 Rope Walk,BRUNSWICK,5320000,house,2011,3,1,1,SC_030,3.003,19967,0.353,23.0,0,hospital_011,0.441,S_074,1.26
79338,-37.94104004,145.1646881,709 Princes Hwy,SPRINGVALE,18700000,house,2009,3,1,1,SC_073,4.298,19913,1.364,43.958333333333336,0,hospital_124,3.586,S_075,1.799
17518,-37.71512,144.945256,6/75 South Street,HADFIELD,3817000,house,2015,2,1,2,SC_030,1.971,19962,1.347,33.0,0,hospital_084,4.49,S_004,1.068
30793,-37.751246,144.987434,155 Miller Street,THORNBURY,6500000,house,2011,3,1,2,SC_103,1.822,20014,1.068,23.0,0,hospital_144,1.494,S_105,1.426
85024,-37.87786484,144.9802856,56 Addison Street,ELWOOD,13920000,house,2008,3,1,1,SC_015,1.022,19955,1.332,15.0,0,hospital_103,2.172,S_017,1.054
16064,-37.704481,144.881803,35 Waratah Avenue,TULLAMARINE,7786000,house,2013,3,1,0,SC_010,1.165,20032,3.119,32.875,0,hospital_184,4.682,S_198,2.811
88426,-37.94856644,145.0450745,1104 & 1106 Nepean Highway,HIGHETT,14040000,house,2009,3,1,2,SC_079,0.357,19872,0.282,39.583333333333336,0,hospital_082,1.678,S_069,0.357
26657,-37.578156,144.935246,37 Creighton Way,CRAIGIEBURN,6512000,house,2015,4,2,2,SC_005,1.365,40221,2.728,45.92857142857143,0,hospital_104,8.18,S_178,1.767
17970,-37.693742,144.919287,10 Bicknell Court,BROADMEADOWS,5330000,house,2015,3,1,1,SC_059,3.086,20031,0.34,34.875,0,hospital_104,4.793,S_209,1.426
71371,-37.857418,145.239591,3 Attenborough Square,WANTIRNA,3528000,house,2010,4,2,2,SC_032,5.061,19870,3.057,49.90909090909091,0,hospital_179,1.383,S_227,1.987
41072,-37.693469,145.055182,7 Lucy Court,BUNDOORA,7605000,house,2014,4,2,1,SC_062,5.365,19984,3.184,33.86666666666667,0,hospital_041,0.718,S_155,0.583
75121,-37.898006,145.066111,4 First Avenue,MURRUMBEENA,10720000,house,2010,2,1,2,SC_041,1.614,19919,0.876,29.892857142857142,0,hospital_159,2.69,S_015,1.431
66966,-37.764098,145.363944,12 Candlebark Circuit,LILYDALE,4350000,house,2010,4,2,2,SC_084,4.451,19876,1.719,59.666666666666664,0,hospital_113,0.839,S_081,1.347
37321,-37.655952,145.026465,34 Grand Parade,EPPING,5265000,house,2015,3,1,2,SC_062,5.225,20005,0.511,42.833333333333336,0,hospital_053,1.005,S_229,1.355
22811,-37.738698,144.98105900000002,43 Elizabeth Street,COBURG,8385000,house,2013,3,2,1,SC_103,1.842,19965,1.612,28.0,0,hospital_144,2.141,S_030,1.036
49475,-37.804195,145.074076,4 Lynch Crt,BALWYN,3173500,house,2015,3,1,1,SC_099,2.649,19893,2.344,28.636363636363637,0,hospital_064,2.321,S_137,1.485
4218,-37.844158,144.866184,1A Carmen Street,NEWPORT,10540000,house,2014,3,1,3,SC_033,2.589,19994,1.539,20.59090909090909,0,hospital_141,3.016,S_056,1.991
76193,-37.905696999999996,145.10284,41 Edward Street,OAKLEIGH,10465000,house,2010,4,2,2,SC_087,2.68,19916,0.594,35.851851851851855,0,hospital_166,0.768,S_010,2.501
9907,-37.786919,144.922889,10 Crown Street,FLEMINGTON,10440000,house,2016,3,2,0,SC_011,0.779,20040,0.538,14.875,0,hospital_114,1.078,S_086,0.44
4370,-37.844693,144.876716,32 Jack Street,NEWPORT,5040000,house,2014,3,1,1,SC_033,3.311,19994,0.644,20.59090909090909,0,hospital_141,2.363,S_056,2.856
23080,-37.735325,144.950774,7 Bishop Street,COBURG,6270000,house,2012,3,1,2,SC_030,0.33,19964,1.081,30.0,0,hospital_084,2.195,S_172,1.455
85291,-37.881552,145.00538600000002,16 Allison Road,ELSTERNWICK,17680000,house,2011,3,2,2,SC_015,2.598,19954,0.531,16.9375,0,hospital_116,0.563,S_193,0.609
22268,-37.735646,144.960178,20 Stawell Street,COBURG,4185000,house,2013,2,1,0,SC_030,0.956,19964,0.333,30.0,0,hospital_084,2.06,S_172,0.804
52412,-37.823235,145.00294219999998,152 Coppin Street,RICHMOND,7695000,house,2013,2,1,1,SC_038,1.986,19907,0.625,6.0,0,hospital_122,0.364,S_076,1.65
9610,-37.8473212,144.7230667,61 James Cook Drive,TRUGANINA,2970000,house,2012,3,1,2,SC_053,1.622,46468,3.3,32.75,0,hospital_073,5.076,S_007,2.839
34788,-37.725381,145.010987,36 Southernhay Street,RESERVOIR,9020000,house,2015,3,2,2,SC_103,1.77,20011,0.798,29.0,0,hospital_139,1.433,S_085,1.492
71288,-37.863328,145.221791,21 Benwerrin Drive,WANTIRNA,5600000,house,2011,4,2,2,SC_067,5.118,19871,4.381,45.90909090909091,0,hospital_008,1.605,S_227,0.411
38662,-37.757853999999995,145.04981899999999,169 Banksia Street,IVANHOE,16150000,house,2015,2,1,2,SC_001,1.324,19934,0.734,25.076923076923077,0,hospital_046,0.864,S_219,1.359
63450,-37.7861405,145.2815062,12 Grandview Avenue,CROYDON,5355000,house,2010,4,1,0,SC_022,1.448,19878,1.038,50.63636363636363,0,hospital_164,3.315,S_181,1.098
54757,-37.82616425,145.0323639,9 Ardene Court,HAWTHORN,18700000,house,2009,4,2,1,SC_083,0.695,19904,0.634,20.458333333333332,0,hospital_127,0.242,S_208,0.742
17402,-37.71226501,144.9121552,52 Stanley Street,GLENROY,5300000,house,2009,4,2,1,SC_010,2.226,20032,0.969,32.875,0,hospital_184,3.401,S_209,1.255
14983,-37.737318,144.923505,13 Collegian Avenue,STRATHMORE,13680000,house,2011,3,2,2,SC_082,1.622,20035,0.775,25.875,0,hospital_184,1.715,S_197,1.401
57500,-37.821059999999996,145.138918,1/4 Dora Avenue,BLACKBURN,7040000,house,2010,3,2,2,SC_037,1.468,19897,0.16,35.421052631578945,0,hospital_158,1.8,S_018,1.369
51580,-37.79062271,145.1071014,6/23 Hender Street,DONCASTER,6720000,house,2008,3,1,1,SC_091,1.708,19896,3.209,33.63636363636363,0,hospital_194,2.053,S_188,1.54
22719,-37.744818,144.973958,39 Salisbury Street,COBURG,9024000,house,2016,3,1,2,SC_030,2.512,19965,0.975,28.0,0,hospital_144,1.312,S_173,0.728
54359,-37.816162,145.046606,3 Auburn Road,HAWTHORN,24200000,house,2015,4,2,2,SC_083,1.081,19903,0.697,22.875,0,hospital_064,0.845,S_208,1.068
4811,-37.866076,144.843433,10 Civic Parade,SEAHOLME,10080000,house,2010,3,1,2,SC_033,4.396,19927,0.293,28.166666666666668,0,hospital_141,4.249,S_128,1.2
96928,-38.003383,145.280283,52 Fitzgerald Road,HALLAM,2720000,house,2010,3,2,2,SC_077,2.812,19885,1.845,58.54545454545455,0,hospital_069,3.685,S_212,1.291
93341,-37.987922,145.084075,40 Evan Street,PARKDALE,4880000,house,2013,3,2,2,SC_003,1.92,19864,0.89,40.9,0,hospital_001,1.031,S_003,0.742
96950,-37.997167,145.25658700000002,59 Charles Avenue,HALLAM,5712000,house,2011,2,2,1,SC_077,1.151,19885,2.566,58.54545454545455,0,hospital_119,3.562,S_212,1.159
13889,-37.745115999999996,144.894132,154 Spencer Street,ESSENDON,7440000,house,2015,4,1,3,SC_082,1.597,20037,2.29,20.88235294117647,0,hospital_184,1.013,S_197,1.439
80998,-37.983385,145.225224,20 Grandview Avenue,DANDENONG,5724000,house,2014,3,1,2,SC_112,0.982,19888,1.545,53.81818181818182,0,hospital_119,0.582,S_184,0.868
87267,-37.937764,145.011763,1 Sargood Street,HAMPTON,8865000,house,2011,3,1,1,SC_046,2.342,19949,0.904,26.933333333333334,0,hospital_036,0.877,S_088,0.836
8558,-37.746990000000004,144.74408400000002,5 Provis Close,BURNSIDE,5530000,house,2015,3,2,2,SC_048,1.578,20001,4.795,36.05882352941177,0,hospital_057,6.377,S_156,1.1
2190,-37.80587006,144.883255,35 Chirnside Street,KINGSVILLE,8755000,house,2007,3,1,1,SC_043,2.347,20023,0.487,19.6,0,hospital_056,1.441,S_201,1.418
28396,-37.796493,144.97788400000002,75 Kerr Street,FITZROY,14450000,house,2010,2,2,1,SC_008,1.85,19975,1.487,10.8125,0,hospital_188,1.142,S_200,0.18
31969,-37.7322,145.022244,155 Tyler Street,PRESTON,9590000,house,2011,3,1,2,SC_047,1.003,20011,1.766,29.0,0,hospital_025,2.504,S_225,0.992
19863,-37.674267,144.898563,90 Harricks Crescent,ATTWOOD,6855000,house,2013,4,2,2,SC_059,1.962,20030,2.096,36.875,0,hospital_104,3.255,S_153,2.078
24675,-37.66748047,144.954483,1723 Sydney Road,CAMPBELLFIELD,2800000,house,2009,3,1,2,SC_072,3.399,19960,0.7,39.0,0,hospital_104,3.536,S_161,2.477
40819,-37.701093,145.06737900000002,509 Grimshaw Street,BUNDOORA,5850000,house,2014,3,1,1,SC_047,5.295,19984,1.815,33.86666666666667,0,hospital_037,0.892,S_155,1.134
86529,-37.900569,144.990061,3 Rothesay Avenue,BRIGHTON,6120000,house,2016,4,3,2,SC_015,3.643,19952,1.202,20.0,0,hospital_198,1.158,S_150,1.46
38198,-37.771543,145.02298100000002,29 Palm Street,FAIRFIELD,17170000,house,2015,3,1,2,SC_001,1.704,19930,1.003,18.076923076923077,0,hospital_039,1.14,S_219,1.689
51136,-37.786331,145.108282,26 Stutt Avenue,DONCASTER,14501000,house,2010,5,2,2,SC_091,1.56,19896,3.692,33.63636363636363,0,hospital_194,1.57,S_188,1.385
71392,-37.840309999999995,145.221653,3 Hibiscus Street,WANTIRNA,4545000,house,2013,4,1,2,SC_032,3.132,19871,2.416,45.90909090909091,0,hospital_008,1.115,S_226,2.956
41456,-37.734196999999995,145.065642,109 Ellesmere Parade,ROSANNA,10400000,house,2014,3,1,3,SC_017,2.414,19983,0.962,30.9375,0,hospital_090,2.057,S_100,2.79
39883,-37.70752,145.057646,19 Athol Avenue,BUNDOORA,5650000,house,2015,3,1,1,SC_047,4.21,19983,2.294,30.9375,0,hospital_037,0.641,S_155,1.012
616,-37.804355,144.885284,21 Williamstown Road,SEDDON,4653000,house,2010,3,1,1,SC_043,2.406,20023,0.283,19.6,0,hospital_056,1.252,S_201,1.189
23285,-37.75159,144.97416,94 Rennie Street,COBURG,8680000,house,2015,4,3,1,SC_103,2.787,19966,1.133,26.0,0,hospital_144,0.583,S_173,1.225
96741,-38.016061,145.279632,3 Yoni Court,HALLAM,3987000,house,2016,4,2,2,SC_077,3.002,19885,0.884,58.54545454545455,0,hospital_069,2.754,S_212,1.758
70469,-37.874489000000004,145.109607,10 Fitzroy Grove,CHADSTONE,15760000,house,2013,3,2,1,SC_042,1.622,19840,0.239,27.933333333333334,0,hospital_089,2.335,S_112,1.656
32671,-37.739233,144.98208,36 Raymond Street,PRESTON,8700000,house,2014,3,1,2,SC_103,1.75,20012,1.625,27.0,0,hospital_144,2.123,S_030,1.08
40122,-37.68044281,145.0503388,23 Zelkova Terrace,BUNDOORA,3104000,house,2005,3,2,2,SC_062,4.456,20007,3.177,38.083333333333336,0,hospital_041,1.655,S_155,2.071
93820,-38.0694903,145.1246244,13 Mernda Avenue,BONBEACH,7620000,house,2011,3,1,0,SC_070,5.494,19858,0.632,53.6875,0,hospital_043,8.913,S_077,1.852
11364,-37.7745,144.88061499999998,31 Cavalry Circuit,MARIBYRNONG,4680000,house,2012,2,1,1,SC_052,0.495,20027,2.762,0.0,1,hospital_003,2.111,S_049,0.772
48577,-37.799738,145.035767,57 Eglinton Street,KEW,13300000,house,2011,4,2,1,SC_083,2.308,19931,2.409,20.076923076923077,0,hospital_064,1.487,S_039,0.795
26414,-37.608965000000005,144.92946799999999,3 Ventor Court,CRAIGIEBURN,4164000,house,2010,3,2,0,SC_110,1.511,40221,1.458,45.92857142857143,0,hospital_104,4.714,S_005,1.484
82327,-38.000885,145.244201,6 Rogers Street,EUMEMMERRING,6142500,house,2011,5,3,2,SC_077,0.599,19885,2.924,58.54545454545455,0,hospital_119,2.824,S_212,1.931
18862,-37.693045,144.91684899999998,41 Waverley Street,BROADMEADOWS,5018000,house,2011,3,1,0,SC_059,2.861,20031,0.248,34.875,0,hospital_104,4.725,S_209,1.574
65921,-37.786032,145.308482,19 Mount View Parade,MOOROOLBARK,4695000,house,2016,2,1,2,SC_022,2.665,19877,0.373,54.5,0,hospital_113,4.875,S_224,1.801
44025,-37.701594,145.10016399999998,1/34 Jessop Street,GREENSBOROUGH,8721000,house,2014,3,1,2,SC_062,5.705,19985,0.759,37.86666666666667,0,hospital_075,0.638,S_210,0.271
37125,-37.635356,145.033624,24 Maserati Drive,EPPING,7725000,house,2013,5,3,2,SC_062,4.92,20005,1.921,42.833333333333336,0,hospital_053,2.354,S_196,2.103
13076,-37.713994,144.774667,4 Blackwood Way,DELAHEY,3440000,house,2015,4,2,2,SC_107,3.24,20000,1.433,39.05882352941177,0,hospital_057,6.252,S_094,1.308
31233,-37.75523376,145.0042114,40 Collins Street,THORNBURY,3276000,house,2008,3,1,1,SC_103,1.753,20014,0.497,23.0,0,hospital_035,0.913,S_105,0.466
40714,-37.697165000000005,145.075804,49 Carolyn Crescent,BUNDOORA,8480000,house,2014,3,1,1,SC_062,5.135,19984,1.689,33.86666666666667,0,hospital_041,1.298,S_155,1.853
48697,-37.809533,145.027761,70 Foley Street,KEW,41820000,house,2015,3,2,2,SC_083,1.398,19905,1.434,18.823529411764707,0,hospital_086,1.127,S_039,0.503
66974,-37.758256,145.360538,12 Queen Road,LILYDALE,5668000,house,2015,3,1,2,SC_084,4.102,19876,1.169,59.666666666666664,0,hospital_113,0.654,S_233,0.928
58296,-37.813476,145.16026100000002,7 Hartigan Street,BLACKBURN,15028000,house,2013,4,3,3,SC_002,1.185,19898,1.162,35.15151515151515,0,hospital_060,2.2,S_202,1.822
48464,-37.805428000000006,145.038361,44 Mary Street,KEW,25840000,house,2010,4,1,2,SC_083,1.692,19904,1.793,20.458333333333332,0,hospital_064,0.947,S_039,0.656
2480,-37.8067894,144.8842468,72 Williamstown Road,KINGSVILLE,4589000,house,2007,2,1,0,SC_043,2.477,20023,0.562,19.6,0,hospital_056,1.53,S_201,1.385
82057,-37.986867,145.23772,3 Agonis Street,DOVETON,3653000,house,2012,3,1,2,SC_112,1.988,19888,2.48,53.81818181818182,0,hospital_119,1.657,S_184,1.858
32822,-37.74922,145.016762,46 Victoria Street,PRESTON,10075000,house,2015,4,1,1,SC_047,1.684,20013,1.517,25.0,0,hospital_035,1.714,S_105,1.174
55393,-37.838044000000004,145.058737,26 Sunnyside Avenue,CAMBERWELL,6720000,house,2016,4,2,2,SC_099,1.526,19851,1.049,29.714285714285715,0,hospital_168,0.944,S_113,0.989
88435,-37.946345,145.033444,11b Panorama Avenue,HIGHETT,5490000,house,2013,2,1,1,SC_079,0.738,19872,0.775,39.583333333333336,0,hospital_110,1.508,S_069,0.738
44425,-37.684678999999996,145.10659099999998,179 Plenty River Drive,GREENSBOROUGH,5850000,house,2015,4,3,2,SC_062,4.117,19985,2.151,37.86666666666667,0,hospital_075,2.277,S_210,2.082
57015,-37.825099,145.072404,12 Dudley Parade,CANTERBURY,33000000,house,2011,4,1,2,SC_099,1.266,19892,0.381,26.583333333333332,0,hospital_168,2.785,S_160,1.109
87543,-37.933819,145.02271299999998,24 Smith Street,HAMPTON,10400000,house,2011,3,1,2,SC_046,1.511,19937,1.233,38.4,0,hospital_110,1.239,S_214,1.292
58995,-37.827945,145.17271399999998,49A Milton Street,NUNAWADING,8288000,house,2010,2,1,2,SC_002,0.96,19899,0.839,36.592592592592595,0,hospital_060,1.565,S_202,0.545
83537,-37.858205,145.005083,15 Chomley Street,PRAHRAN,13200000,house,2015,3,1,0,SC_066,1.58,19946,1.134,22.583333333333332,0,hospital_132,0.564,S_115,1.131
43083,-37.721432,145.099945,30 Cascades View,YALLAMBIE,4995000,house,2013,3,2,2,SC_017,4.718,19984,1.839,33.86666666666667,0,hospital_075,1.888,S_020,1.863
3373,-37.818015,144.872605,32 Wilkins St,YARRAVILLE,13600000,house,2015,3,2,1,SC_033,2.469,19996,1.543,15.545454545454545,0,hospital_056,3.017,S_149,2.881
61862,-37.785713,145.252244,36-38 Mundara Drive,RINGWOOD,11625000,house,2012,4,2,2,SC_022,3.094,19878,2.719,50.63636363636363,0,hospital_164,2.472,S_157,1.304
11662,-37.722713,144.83158600000002,1 Tiffany Court,KEILOR,12720000,house,2011,4,2,3,SC_107,2.19,20001,3.412,36.05882352941177,0,hospital_005,4.448,S_222,2.516
76152,-37.893902000000004,145.08760700000002,3B Warrigal Road,HUGHESDALE,3132000,house,2008,2,1,1,SC_087,0.807,19917,0.723,33.851851851851855,0,hospital_166,1.72,S_026,0.805
13313,-37.700784999999996,144.744273,6 David Circuit,HILLSIDE,3600000,house,2016,3,2,2,SC_048,3.59,20000,2.634,39.05882352941177,0,hospital_057,9.077,S_163,1.027
89032,-37.94823,145.04683799999998,8 McFarlane Court,HIGHETT,13260000,house,2015,5,2,2,SC_079,0.516,19872,0.436,39.583333333333336,0,hospital_082,1.619,S_069,0.516
65838,-37.774612,145.308844,16 Wallace Way,MOOROOLBARK,10030000,house,2016,3,1,2,SC_084,1.886,19877,1.171,54.5,0,hospital_113,4.281,S_058,1.926
76212,-37.896794,145.08081,43 Carlisle Crescent,HUGHESDALE,11998000,house,2011,3,2,3,SC_087,0.935,19918,0.351,31.85185185185185,0,hospital_166,2.227,S_167,0.935
69438,-37.86288452,145.092514,105 Fakenham Road,ASHBURTON,7414000,house,2009,2,1,2,SC_042,1.612,19848,0.987,35.714285714285715,0,hospital_089,0.625,S_112,0.411
90856,-37.975429,145.08073100000001,59 Voltri Street,CHELTENHAM,10640000,house,2015,4,1,2,SC_003,0.874,19865,1.542,38.9,0,hospital_133,1.399,S_003,1.012
16485,-37.70367813,144.9446106,13 Regent Street,HADFIELD,6174000,house,2009,3,1,2,SC_030,3.235,19961,1.3,35.0,0,hospital_139,4.954,S_004,0.637
63717,-37.777838,145.296007,18 LE GREW STREET,CROYDON,7200000,house,2016,4,2,2,SC_022,2.624,19877,1.635,54.5,0,hospital_164,4.872,S_181,2.415
8247,-37.749359000000005,144.745615,2 Windle Terrace,BURNSIDE,8790000,house,2010,3,2,1,SC_048,1.861,20001,4.79,36.05882352941177,0,hospital_057,6.188,S_156,0.842
32274,-37.731681,145.017481,209 Tyler Street,PRESTON,9724000,house,2011,3,1,2,SC_047,1.365,20011,1.345,29.0,0,hospital_139,2.322,S_225,1.245
79151,-37.937086,145.16946399999998,5 Charles Avenue,SPRINGVALE,3920000,house,2010,3,1,1,SC_073,3.724,19913,1.972,43.958333333333336,0,hospital_161,3.837,S_067,1.675
